artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres,alphaname,pos
Jimi Hendrix,Have You Ever Been (To Electric Ladyland),Electric Ladyland,Album,1968-10-25,"...And the Gods Made Love (01:22)/Have You Ever Been (To Electric Ladyland) (02:10)/Crosstown Traffic (02:26)/Voodoo Chile (14:59)/Little Miss Strange (02:52)/Long Hot Summer Night (03:27)/Come On (Let the Good Times Roll) (04:09)/Gypsy Eyes (03:43)/Burning of the Midnight Lamp (03:39)/Rainy Day, Dream Away (03:42)/1983...(A Merman I Should Turn to Be) (13:39)/Moon, Turn the Tides...Gently Gently Away (01:01)/Still Raining, Still Dreaming (04:25)/House Burning Down (04:32)/All Along the Watchtower (04:00)/Voodoo Child (Slight Return) (05:13",https://i.scdn.co/image/ab67616d00001e02522088789d49e216d9818292,Psychedelic Rock/Classic Rock/Acid Rock/Blues Rock,"Hendrix, Jimi",34.0
Steven Wilson,Luminol,The Raven That Refused to Sing (and Other Stories),Album,2013-02-25,Luminol (12:10)/Drive Home (07:37)/The Holy Drinker (10:13)/The Pin Drop (05:03)/The Watchmaker (11:42)/The Raven That Refused to Sing (07:57,https://i.scdn.co/image/ab67616d00001e02957ae146a564181e7bbbfbd2,Progressive Rock/Progressive Metal/Art Rock,"Wilson, Steven",0.0
Oliver Nelson,Lamb Of God,"Black, Brown And Beautiful",Album,1970,"Aftermath (05:28)/Requiem (07:04)/Lamb Of God (02:29)/Martin Was A Man, A Real Man (04:09)/Self-Help Is Needed (04:07)/I Hope In Time A Change Will Come (02:34)/3, 2, 1, 0 (03:25)/Black, Brown And Beautiful (03:27)/Requiem, Afterthoughts (04:02",https://i.scdn.co/image/ab67616d00001e02bf81bf63d063a71af87a84d5,Hard Bop/Jazz/Bebop/Cool Jazz/Big Band,"Nelson, Oliver",34.0
The Rolling Stones,Complicated,Between The Buttons,Album,1967-01-20,"Let's Spend The Night Together (03:35)/Yesterday's Papers (02:03)/Ruby Tuesday (03:16)/Connection (02:07)/She Smiled Sweetly (02:44)/Cool, Calm And Collected (04:15)/All Sold Out (02:17)/My Obsession (03:16)/Who's Been Sleeping Here? (03:55)/Complicated (03:14)/Miss Amanda Jones (02:46)/Something Happened To Me Yesterday (04:55",https://i.scdn.co/image/ab67616d00001e028260863a56134f1516913d7f,Classic Rock/Rock,"Rolling Stones, The",242.0
Franco Battiato,Sui Giardini Della Preesistenza - 2008 Remaster,Caffé De La Paix (2008 Remastered Edition),Album,1993,Caffè De La Paix - 2008 Remaster (04:26)/Fogh In Nakhal - 2008 Remaster (03:33)/Atlantide - 2008 Remaster (03:58)/Sui Giardini Della Preesistenza - 2008 Remaster (03:48)/Delenda Carthago - 2008 Remaster (03:59)/Ricerca Sul Terzo - 2008 Remaster (03:59)/Lode All'Inviolato - 2008 Remaster (03:53)/Haiku - 2008 Remaster (03:49,https://i.scdn.co/image/ab67616d00001e028c707393dba48b53f935fd9e,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",114.0
Agitation Free,First Communication,2Nd,Album,1974-02-04,"First Communication (08:10)/Dialogue & Random (01:51)/Laila, Pt. 1 (01:41)/Laila, Pt. 2 (06:46)/In the Silence of the Morning Sunrise (06:37)/A Quiet Walk (09:17)/Haunted Island (08:08)/Laila '74 (Live) - Bonustrack (07:41",https://i.scdn.co/image/ab67616d00001e02009f66b3e9fa351b24f466f2,Krautrock/Space Rock/Progressive Rock/Psychedelic Rock/Avant-garde,Agitation Free,0.0
Lucio Battisti,Se la mia pelle vuoi,Amore e non amore,Album,1971,Dio mio no (07:30)/Seduto sotto un platano (03:07)/Una (03:45)/7 agosto di pomeriggio (04:01)/Se la mia pelle vuoi (04:07)/Davanti ad un distributore automatico di fiori (02:15)/Supermarket (04:51)/Una poltrona (05:57,https://i.scdn.co/image/ab67616d00001e02b91068e9901538b6141ebd25,Italian Singer-songwriter/Singer-songwriter/Italo Dance,"Battisti, Lucio",94.0
Franco Battiato,"Battiato: Genesi, Act III: Finale (Orchestra) - 2021 Remaster",Battiato: Genesi (2021 Remaster),Album,1987-08-27,"Battiato: Genesi, Act I: Introduzione (Orchestra) - 2021 Remaster (09:06)/Battiato: Genesi, Act I: ""I cavalieri della solitudine"" (Soli) - 2021 Remaster (02:10)/Battiato: Genesi, Act I: ""Prima di me"" (Coro e voce recitante) - 2021 Remaster (00:41)/Battiato: Genesi, Act I: ""La nascita non è un principio"" (Soli) - 2021 Remaster (00:44)/Battiato: Genesi, Act I: ""Simon Petra"" (Voce recitante) - 2021 Remaster (04:51)/Battiato: Genesi, Act I: ""Simon Petra"" (Coro e voce recitante) - 2021 Remaster (01:01)/Battiato: Genesi, Act I: ""Sen Peigamberler"" (Coro) - 2021 Remaster (04:38)/Battiato: Genesi, Act I: ""Hazreti Mevlana"" (Soli e coro) - 2021 Remaster (01:40)/Battiato: Genesi, Act II: Introduzione (Orchestra) - 2021 Remaster (06:37)/Battiato: Genesi, Act II: ""L'aria si separò dal fuoco"" (Soli) - 2021 Remaster (01:35)/Battiato: Genesi, Act II: ""Aria-Spirito-Fuoco-Coscienza"" (Coro) - 2021 Remaster (02:03)/Battiato: Genesi, Act II: ""Sri bhagavan"" (Voce recitante) - 2021 Remaster (01:20)/Battiato: Genesi, Act II: ""Rorate Coeli"" (Coro) - 2021 Remaster (06:21)/Battiato: Genesi, Act II: ""Kyrie Eleison"" (Coro) - 2021 Remaster (04:51)/Battiato: Genesi, Act III: Introduzione (Orchestra) - 2021 Remaster (01:19)/Battiato: Genesi, Act III: ""Cerco un giardino"" (Soli) - 2021 Remaster (01:22)/Battiato: Genesi, Act III: ""L'acqua dei cantici"" (Coro) - 2021 Remaster (02:01)/Battiato: Genesi, Act III: ""Je suis l'homme"" (Soli) - 2021 Remaster (00:55)/Battiato: Genesi, Act III: ""Albinoni, Albeniz, Bach, ecc."" (Voce recitante) - 2021 Remaster (04:38)/Battiato: Genesi, Act III: ""Gloria Gloria curva"" (Soli e coro) - 2021 Remaster (02:34)/Battiato: Genesi, Act III: Finale (Orchestra) - 2021 Remaster (03:36",https://i.scdn.co/image/ab67616d00001e02ba013e6ab5ace4833743096c,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",1632.0
Spirit,Taurus,Spirit,Album,1968,Fresh-Garbage (03:11)/Uncle Jack (02:43)/Mechanical World (05:14)/Taurus (02:37)/Girl In Your Eye (03:14)/Straight Arrow (02:50)/Topanga Windows (03:36)/Gramophone Man (03:49)/Water Woman (02:11)/The Great Canyon Fire In General (02:46)/Elijah (10:42)/Veruska (02:50)/Free Spirit (04:26)/If I Had a Woman (03:10)/Elijah - Alternate Take #2 (09:42,https://i.scdn.co/image/ab67616d00001e025d1a4b6171af01aa13363227,Acid Rock/Psychedelic Rock/Progressive Rock/Garage Rock,Spirit,66.0
Zupfgeigenhansel,Papst und Sultan,Volkslieder II,Album,1977-06-03,"Ich bin ein freyer Bauern-Knecht (02:45)/Und in dem Schneegebirge (02:39)/Papst und Sultan (02:14)/Annagret (01:54)/Mein Michel (02:42)/Mein Vater wird gesucht (02:53)/Bürgerlied (03:26)/Soldatenschicksal (02:40)/Die bange Nacht (01:47)/Bibel und Flinte (01:27)/Es dunkelt schon in der Heide (04:27)/Die Brombeeren (03:08)/Der Karmeliter (02:49)/Ehestandsfreuden (04:16)/Der Revoluzzer - Live (02:42)/Andre, die das Land so sehr nicht liebten - Live (03:21",https://i.scdn.co/image/ab67616d00001e02ee2fc7f95d73f801ce763889,Singer-songwriter/Folk,Zupfgeigenhansel,74.0
Jimmy Smith,Makin' Whoopee,Crazy Baby,Album,1989-01-01,When Johnny Comes Marching Home (07:58)/Makin' Whoopee (04:57)/A Night In Tunisia (05:39)/Sonnymoon For Two (07:17)/Mack The Knife (04:58)/What's New (03:50)/Alfredo (04:31)/If I Should Lose You (06:30)/When Lights Are Low (05:39,https://i.scdn.co/image/ab67616d00001e02da8da2fccb8ae21d66a1e90a,Hard Bop/Soul Jazz/Jazz/Jazz Blues/Jazz Funk/Cool Jazz,"Smith, Jimmy",40.0
Oscar Peterson Trio,Have You Met Miss Jones?,We Get Requests,Album,1964,Quiet Nights Of Quiet Stars (Corcovado) (02:49)/Days Of Wine And Roses (02:40)/My One And Only Love (05:08)/People (03:30)/Have You Met Miss Jones? (04:10)/You Look Good To Me (04:49)/The Girl From Ipanema (Garota De Ipanema) (03:51)/D & E (05:10)/Time And Again (04:38)/Goodbye J.D. (02:56,https://i.scdn.co/image/ab67616d00001e02100b3c306ae748cce187ac2c,Jazz/Cool Jazz/Bebop/Hard Bop,Oscar Peterson Trio,123.0
Myrath,Born to Survive - Live in Carthage,Live in Carthage,Album,2020-04-17,Believer (05:05)/Asl - Live in Carthage (01:57)/Born to Survive - Live in Carthage (03:30)/Storm of Lies - Live in Carthage (04:28)/Dance - Live in Carthage (03:52)/Wide Shut - Live in Carthage (05:28)/Merciless Times - Live in Carthage (03:31)/Get Your Freedom Back - Live in Carthage (04:01)/Endure the Silence - Live in Carthage (04:57)/Nobody's Lives - Live in Carthage (05:16)/Duat - Live in Carthage (05:16)/The Unburnt - Live in Carthage (04:30)/Sour Sigh - Live in Carthage (04:54)/Tales of the Sands - Live in Carthage (04:38)/Believer - Live in Carthage (04:36)/No Holding Back - Live in Carthage (04:43)/Beyond the Stars - Live in Carthage (06:10,https://i.scdn.co/image/ab67616d00001e02191ce3f9c2c282241bc3b4c6,Progressive Metal/Folk Metal/Power Metal/Symphonic Metal/Melodic Metal,Myrath,48.0
Franco Battiato,"Battiato: Genesi, Act III: ""Cerco un giardino"" (Soli) - 2021 Remaster",Battiato: Genesi (2021 Remaster),Album,1987-08-27,"Battiato: Genesi, Act I: Introduzione (Orchestra) - 2021 Remaster (09:06)/Battiato: Genesi, Act I: ""I cavalieri della solitudine"" (Soli) - 2021 Remaster (02:10)/Battiato: Genesi, Act I: ""Prima di me"" (Coro e voce recitante) - 2021 Remaster (00:41)/Battiato: Genesi, Act I: ""La nascita non è un principio"" (Soli) - 2021 Remaster (00:44)/Battiato: Genesi, Act I: ""Simon Petra"" (Voce recitante) - 2021 Remaster (04:51)/Battiato: Genesi, Act I: ""Simon Petra"" (Coro e voce recitante) - 2021 Remaster (01:01)/Battiato: Genesi, Act I: ""Sen Peigamberler"" (Coro) - 2021 Remaster (04:38)/Battiato: Genesi, Act I: ""Hazreti Mevlana"" (Soli e coro) - 2021 Remaster (01:40)/Battiato: Genesi, Act II: Introduzione (Orchestra) - 2021 Remaster (06:37)/Battiato: Genesi, Act II: ""L'aria si separò dal fuoco"" (Soli) - 2021 Remaster (01:35)/Battiato: Genesi, Act II: ""Aria-Spirito-Fuoco-Coscienza"" (Coro) - 2021 Remaster (02:03)/Battiato: Genesi, Act II: ""Sri bhagavan"" (Voce recitante) - 2021 Remaster (01:20)/Battiato: Genesi, Act II: ""Rorate Coeli"" (Coro) - 2021 Remaster (06:21)/Battiato: Genesi, Act II: ""Kyrie Eleison"" (Coro) - 2021 Remaster (04:51)/Battiato: Genesi, Act III: Introduzione (Orchestra) - 2021 Remaster (01:19)/Battiato: Genesi, Act III: ""Cerco un giardino"" (Soli) - 2021 Remaster (01:22)/Battiato: Genesi, Act III: ""L'acqua dei cantici"" (Coro) - 2021 Remaster (02:01)/Battiato: Genesi, Act III: ""Je suis l'homme"" (Soli) - 2021 Remaster (00:55)/Battiato: Genesi, Act III: ""Albinoni, Albeniz, Bach, ecc."" (Voce recitante) - 2021 Remaster (04:38)/Battiato: Genesi, Act III: ""Gloria Gloria curva"" (Soli e coro) - 2021 Remaster (02:34)/Battiato: Genesi, Act III: Finale (Orchestra) - 2021 Remaster (03:36",https://i.scdn.co/image/ab67616d00001e02ba013e6ab5ace4833743096c,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",1211.0
Lucio Battisti,La collina dei ciliegi - Remastered,Il nostro caro angelo,Album,1973,La collina dei ciliegi - Remastered (04:55)/Ma è un canto brasileiro (05:20)/La canzone della terra (05:31)/Il nostro caro angelo - Remastered (04:13)/Le allettanti promesse (05:10)/Io gli ho detto no (04:19)/Prendi fra le mani la testa (03:54)/Questo inferno rosa (06:54,https://i.scdn.co/image/ab67616d00001e028f4aad012cd312d2bcd77bf3,Italian Singer-songwriter/Singer-songwriter/Italo Dance,"Battisti, Lucio",0.0
The Rolling Stones,Bitch - Live,Ladies & Gentlemen (Live),Album,2017-06-07,Intro - Live (00:48)/Brown Sugar - Live (03:13)/Bitch - Live (04:45)/Gimme Shelter - Live (04:50)/Dead Flowers - Live (04:03)/Happy - Live (03:14)/Tumbling Dice - Live (05:21)/Love In Vain - Live (06:17)/Sweet Virginia - Live (04:45)/You Can’t Always Get What You Want - Live (07:26)/All Down The Line - Live (04:46)/Midnight Rambler - Live (12:01)/Bye Bye Johnny - Live (04:31)/Rip This Joint - Live (02:32)/Jumpin' Jack Flash - Live (03:38)/Street Fighting Man - Live (04:14,https://i.scdn.co/image/ab67616d00001e028a21eee13a899dd3dc63914e,Classic Rock/Rock,"Rolling Stones, The",48.0
Steve Reich,Section II,Music For 18 Musicians (Steve Reich),Album,2020-05-08,Pulses (04:12)/Section I (04:04)/Section II (04:03)/Section IIIA (03:46)/Section IIIB (03:59)/Section IV (04:53)/Section V (04:48)/Section VI (03:56)/Section VII (03:33)/Section VIII (03:19)/Section IX (04:04)/Section X (01:18)/Section XI (04:12)/Pulses II (03:47,https://i.scdn.co/image/ab67616d00001e0282df5960843485b99f49c491,Minimalism/Avant-garde/Classical,"Reich, Steve",33.0
The Rolling Stones,Carol - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),Album,1970-09-04,"Jumpin' Jack Flash - Live (04:03)/Carol - Live (03:46)/Stray Cat Blues - Live (03:47)/Love In Vain - Live (04:56)/Midnight Rambler - Live From Madison Square Garden, New York/1969 (09:04)/Sympathy For The Devil - Live (06:51)/Live With Me - Live (03:02)/Little Queenie - Live (04:33)/Honky Tonk Women - Live (03:34)/Street Fighting Man - Live (04:06)/Prodigal Son - Live From Madison Square Garden, New York/1969 (04:04)/You Gotta Move - Live From Madison Square Garden, New York/1969 (02:18)/Under My Thumb - Live From Madison Square Garden, New York/1969 (03:38)/I'm Free - Live From Madison Square Garden, New York/1969 (02:47)/(I Can't Get No) Satisfaction - Live From Madison Square Garden, New York/1969 (05:40)/Everyday I Have The Blues - Live From Madison Square Garden, New York/1969 (02:27)/How Blue Can You Get - Live From Madison Square Garden, New York/1969 (05:30)/That's Wrong Little Mama - Live From Madison Square Garden, New York/1969 (04:11)/Why I Sing The Blues - Live From Madison Square Garden, New York/1969 (05:16)/Please Accept My Love - Live From Madison Square Garden, New York/1969 (04:50)/Gimme Some Loving - Live From Madison Square Garden, New York/1969 (00:49)/Sweet Soul Music - Live From Madison Square Garden, New York/1969 (01:16)/Son Of A Preacher Man - Live From Madison Square Garden, New York/1969 (02:49)/Proud Mary - Live From Madison Square Garden, New York/1969 (03:07)/I've Been Loving You Too Long - Live From Madison Square Garden, New York/1969 (05:40)/Come Together - Live From Madison Square Garden, New York/1969 (03:36)/Land Of A Thousand Dances - Live From Madison Square Garden, New York/1969 (02:40",https://i.scdn.co/image/ab67616d00001e02f22aa72e9e787f12685f64ae,Classic Rock/Rock,"Rolling Stones, The",34.0
Genesis,The Musical Box - 2007 Stereo Mix,Nursery Cryme (2007 Stereo Mix),Album,1971-11-12,The Musical Box - 2007 Stereo Mix (10:25)/For Absent Friends - 2007 Stereo Mix (01:47)/The Return of the Giant Hogweed - 2007 Stereo Mix (08:09)/Seven Stones - 2007 Stereo Mix (05:08)/Harold the Barrel - 2007 Stereo Mix (03:00)/Harlequin - 2007 Stereo Mix (02:55)/The Fountain of Salmacis - 2007 Stereo Mix (08:01,https://i.scdn.co/image/ab67616d00001e02b33e0bfac977a389d5db7dc6,Progressive Rock/Symphonic Rock/Art Rock,Genesis,0.0
Logos,In una nuova terra? (2023 Remix),Bokeh,Album,2023-11-17,"Il grande fiume (2023 Remix) (18:06)/Arc en ciel (2023 Remix) (02:36)/Sentiero nel prato, porta nell'universo (2023 Remix) (09:47)/Un giorno (2023 Remix) (05:19)/In una nuova terra? (2023 Remix) (04:40)/Arc en ciel 2 (2023 Remix) (02:36)/Prologo (2023 Remastered Version) (05:04)/Ezra Pound (2023 Remastered Version) (07:15)/'99 (2023 Remastered Version) (10:46)/La leggerezza della libertà (2023 Remastered Version) (02:50)/Asrava (2023 Remastered Version) (09:08)/Terra incognita (2023 Remastered Version) (07:49)/Epilogo (2023 Remastered Version) (03:35",https://i.scdn.co/image/ab67616d00001e024484c45f75fee5aebf6787a2,Progressive Rock/Art Rock,Logos,162.0
Cressida,Time For Bed,Cressida,Album,1970-08-06,To Play Your Little Game (03:16)/Winter Of Coming Again (04:42)/Time For Bed (02:18)/Cressida (03:57)/Home And Where I Long To Be (04:04)/Depression (05:02)/One Of A Group (03:34)/Lights In My Mind (02:44)/The Only Earthman In Town (03:32)/Spring '69 (02:14)/Down Down (04:14)/Tomorrow Is A Whole New Day (05:18,https://i.scdn.co/image/ab67616d00001e0200223f21b913cf49fc210183,Progressive Rock/Krautrock/Art Rock,Cressida,64.0
Mick Jagger,Mick Jagger's And John Lennon's Introduction Of The Dirty Mac - Remastered 2018,The Rolling Stones Rock And Roll Circus (Expanded),Compilation,2019-06-07,Mick Jagger's Introduction Of Rock And Roll Circus - Remastered 2018 (00:26)/Entry Of The Gladiators - Remastered 2018 (00:55)/Mick Jagger's Introduction Of Jethro Tull - Remastered 2018 (00:09)/Song For Jeffrey - Remastered 2018 (03:24)/Keith Richards' Introduction Of The Who - Remastered 2018 (00:07)/A Quick One While He's Away - Remastered 2018 (07:32)/Over The Waves - Remastered 2018 (00:44)/Ain't That A Lot Of Love - Remastered 2018 (03:49)/Charlie Watts' Introduction Of Marianne Faithfull - Remastered 2018 (00:05)/Something Better - Remastered 2018 (02:31)/Mick Jagger's And John Lennon's Introduction Of The Dirty Mac - Remastered 2018 (01:03)/Yer Blues - Remastered 2018 (04:27)/Whole Lotta Yoko - Remastered 2018 (04:50)/John Lennon's Introduction Of The Rolling Stones - Jumpin' Jack Flash - Remastered 2018 (03:34)/Parachute Woman - Remastered 2018 (02:58)/No Expectations - Remastered 2018 (04:13)/You Can't Always Get What You Want - Remastered 2018 (04:23)/Sympathy For The Devil - Remastered 2018 (08:49)/Salt Of The Earth - Remastered 2018 (05:00)/Checkin' Up On My Baby - Bonus (05:52)/Leaving Trunk - Bonus (06:47)/Corinna - Bonus (04:45)/Revolution (Rehearsal) - Bonus (02:47)/Warmup Jam - Bonus (04:17)/Yer Blues (Take 2) - Bonus (04:30)/Brian Jones' Introduction Of Julius Katchen - Bonus (00:19)/de Falla: Ritual Fire Dance - Bonus (04:03)/Mozart: Sonata In C Major-1st Movement - Bonus (02:27,https://i.scdn.co/image/ab67616d00001e02cf06d7fb4f5b592525e91b94,,"Jagger, Mick",569.0
King Gizzard & The Lizard Wizard,People-Vultures,Nonagon Infinity,Album,2016-04-29,Robot Stop (05:22)/Big Fig Wasp (04:54)/Gamma Knife (04:21)/People-Vultures (04:45)/Mr.Beat (04:56)/Evil Death Roll (07:14)/Invisible Face (03:01)/Wah Wah (02:54)/Road Train (04:18,https://i.scdn.co/image/ab67616d00001e0249d1c54d9aec4257b12376fe,Psychedelic Rock/Neo-psychedelic/Acid Rock,King Gizzard & The Lizard Wizard,60.0
Maurice Ravel,"Ravel: Miroirs, M. 43: V. La Vallée des cloches",Ravel: Complete Works for Solo Piano,Album,2016-01-15,"Ravel: Jeux d'eau, M. 30 (05:47)/Ravel: Pavane pour une infante défunte, M. 19 (05:46)/Ravel: A la manière de... Chabrier, M. 63 (01:53)/Ravel: Miroirs, M. 43: I. Noctuelles (04:40)/Ravel: Miroirs, M. 43: II. Oiseaux tristes (03:57)/Ravel: Miroirs, M. 43: III. Une barque sur l'océan (07:00)/Ravel: Miroirs, M. 43: IV. Alborada del gracioso (06:12)/Ravel: Miroirs, M. 43: V. La Vallée des cloches (06:06)/Ravel: Menuet antique, M. 7 (05:38)/Ravel: Sérénade grotesque, M. 5 (03:22)/Ravel: A la manière de... Borodine, M. 63 (01:45)/Ravel: Valses nobles et sentimentales, M. 61 (15:39)/Casella: A la manière de... Ravel, Op.17b, Book 2: No. 4 Almanzor ou le mariage d'Adelaïde (02:58)/Ravel: Gaspard de la nuit, M. 55: I. Ondine (06:27)/Ravel: Gaspard de la nuit, M. 55: II. Le Gibet (06:46)/Ravel: Gaspard de la nuit, M. 55: III. Scarbo (09:37)/Ravel: Menuet in C-Sharp Minor, M. 42 (00:47)/Ravel: Sonatine, M. 40: I. Modéré (04:06)/Ravel: Sonatine, M. 40: II. Mouvement de menuet (02:56)/Ravel: Sonatine, M. 40: III. Animé (03:50)/Ravel: Prelude in A Minor, M. 65 (01:19)/Ravel: Le Tombeau de Couperin, M. 68: I. Prélude (03:05)/Ravel: Le Tombeau de Couperin, M. 68: II. Fugue (03:31)/Ravel: Le Tombeau de Couperin, M. 68: III. Forlane (05:36)/Ravel: Le Tombeau de Couperin, M. 68: IV. Rigaudon (03:06)/Ravel: Le Tombeau de Couperin, M. 68: V. Menuet (04:50)/Ravel: Le Tombeau de Couperin, M. 68: VI. Toccata (03:51)/Ravel: Menuet sur le nom de Haydn, M. 58 (01:42)/Ravel: 2 Mélodies hébraïques, M. A 22: No. 1, Kaddish (Transcr. Siloti for Piano) (04:32",https://i.scdn.co/image/ab67616d00001e02717e9f36e9548b4e112a0860,Classical/Classical Piano/Neoclassical,"Ravel, Maurice",349.0
Blue Öyster Cult,Career Of Evil - Live,Career Of Evil (Live),Single,2024-10-08,Career Of Evil - Live (04:18,https://i.scdn.co/image/ab67616d00001e0284a48ddc0291a6d5d608e3ee,Classic Rock/Hard Rock,Blue Öyster Cult,0.0
Bill Bruford's Earthworks,The Shepherd Is Eternal,Earthworks,Album,1987-01-01,Thud (04:13)/Making A Song And Dance (05:56)/Up North (05:28)/Pressure (07:26)/My Heart Declares A Holiday (04:40)/Emotional Shirt (04:47)/It Needn't End In Tears (05:14)/The Shepherd Is Eternal (01:51)/Bridge Of Inhibition (04:16,https://i.scdn.co/image/ab67616d00001e024bc930c7f5e29add64fb753f,Jazz Fusion/Free Jazz/Progressive Rock,Bill Bruford's Earthworks,171.0
TOOL,Invincible,Fear Inoculum,Album,2019-08-30,Fear Inoculum (10:20)/Pneuma (11:53)/Litanie contre la Peur (02:14)/Invincible (12:44)/Legion Inoculant (03:09)/Descending (13:37)/Culling Voices (10:05)/Chocolate Chip Trip (04:48)/7empest (15:43)/Mockingbeat (02:05,https://i.scdn.co/image/ab67616d00001e0226e6b6f666ef40b6b8365e3e,Progressive Metal/Alternative Metal/Progressive Rock/Metal,Tool,68.0
Merl Saunders,Little Bit Of Righteousness,Keepers,Album,1997-10-21,"Mystery Train (06:10)/That's All Right (05:07)/I Was Made To Love Her (04:58)/Gee Baby, Ain't I Good To You? (05:01)/Iron Horse (02:41)/Little Bit Of Righteousness (02:40)/Wondering Why (04:41)/Keepers (Finders) (06:32)/She's Got Charisma (04:50)/La-La (05:37)/Georgia On My Mind (11:35)/M.S. (03:35)/Bolinas Brown (10:45",https://i.scdn.co/image/ab67616d00001e028be465b8838ee2a921b61cc6,,"Saunders, Merl",136.0
